index,time,theta,speed,el_theta,CC_q_set,CC_q_eI,CC_q_OUT,CC_d_set,CC_d_eI,CC_d_OUT,VC_set,VC_eI,VC_OUT,Ia,Ib,Ic,Id,Iq,vbus,SVM_Vd,SVM_Vq,SVM_theta,SVM_tA,SVM_tB,SVM_tC
0,0.0,0.37334316968917847,98.72347259521484,0.6144189834594727,0.670080840587616,8.817887306213379,9.27681827545166,0.0,4.186919212341309,3.6487460136413574,101.7384033203125,0.5193343162536621,0.670080840587616,1.8742403984069824,0.47823959589004517,-2.352479934692383,2.690866231918335,-1.624574899673462,23.644329071044922,3.6487460136413574,9.27681827545166,0.7033426761627197,1295,3704,2196
1,0.020833333333333332,0.37529629468917847,98.9722671508789,0.6294989585876465,0.6598482131958008,8.837886810302734,9.28231143951416,0.0,4.163267612457275,3.6376724243164062,101.73828887939453,0.5215471386909485,0.6598482131958008,0.9952549934387207,0.8329667448997498,-1.8282216787338257,2.6279759407043457,-1.5622730255126953,23.63912582397461,3.6376724243164062,9.28231143951416,0.7194259166717529,1283,3716,2411
2,0.041666666666666664,0.37773770093917847,99.23435974121094,0.6445462703704834,0.6487417221069336,8.856871604919434,9.278765678405762,0.0,4.140575885772705,3.636319637298584,101.73818969726562,0.5235502123832703,0.6487417221069336,0.29582443833351135,0.8935650587081909,-1.1893894672393799,2.5212817192077637,-1.4607285261154175,23.636844635009766,3.636319637298584,9.278765678405762,0.7348802089691162,1284,3715,2616
3,0.0625,0.37969082593917847,99.4803466796875,0.6596212387084961,0.638235867023468,8.874539375305176,9.267160415649414,0.0,4.1188812255859375,3.636781692504883,101.7379379272461,0.5253562927246094,0.638235867023468,-0.2347092479467392,1.2607264518737793,-1.026017189025879,2.4104981422424316,-1.3248674869537354,23.630008697509766,3.636781692504883,9.267160415649414,0.749955415725708,1297,3702,2813
4,0.08333333333333333,0.38164395093917847,99.64412689208984,0.6743350028991699,0.6317172050476074,8.890682220458984,9.249417304992676,0.0,4.098150730133057,3.6374776363372803,101.73784637451172,0.5270312428474426,0.6317172050476074,-0.7428802251815796,1.4453344345092773,-0.7024540901184082,2.3033652305603027,-1.161957859992981,23.624797821044922,3.6374776363372803,9.249417304992676,0.7637131214141846,1318,3681,2989
5,0.10416666666666667,0.38408535718917847,99.7324447631836,0.6890661716461182,0.6288990378379822,8.905312538146973,9.23043155670166,0.0,4.077970504760742,3.6295199394226074,101.73771667480469,0.5286354422569275,0.6288990378379822,-0.9312646985054016,2.0309808254241943,-1.0997159481048584,2.242252826690674,-0.9966954588890076,23.615964889526367,3.6295199394226074,9.23043155670166,0.777512788772583,1349,3650,3164
6,0.125,0.38603848218917847,99.78336334228516,0.7036213874816895,0.6279014945030212,8.918621063232422,9.21435546875,0.0,4.057969093322754,3.6134917736053467,101.73741912841797,0.5301986932754517,0.6279014945030212,-0.9875186681747437,2.3160529136657715,-1.3285342454910278,2.222386360168457,-0.8507721424102783,23.611129760742188,3.6134917736053467,9.21435546875,0.7916126251220703,1390,3609,3338
7,0.14583333333333334,0.38799160718917847,99.81969451904297,0.7183389663696289,0.6276582479476929,8.9308500289917,9.202610969543457,0.0,4.037788391113281,3.589329481124878,101.73818969726562,0.531733512878418,0.6276582479476929,-1.1161918640136719,2.6854076385498047,-1.5692157745361328,2.242295026779175,-0.7311487197875977,23.603044509887695,3.589329481124878,9.202610969543457,0.8061668872833252,1442,3557,3511
8,0.16666666666666666,0.39043301343917847,99.93193054199219,0.7332830429077148,0.6235352754592896,8.94232177734375,9.197243690490723,0.0,4.017233371734619,3.560460090637207,101.73905181884766,0.5331792235374451,0.6235352754592896,-1.0377845764160156,2.791935920715332,-1.754151463508606,2.2838668823242188,-0.6510723829269409,23.606189727783203,3.560460090637207,9.197243690490723,0.8222241401672363,1408,3388,3591
9,0.1875,0.39238613843917847,100.10295104980469,0.7483537197113037,0.6163291931152344,8.9533109664917,9.197524070739746,0.0,3.996320962905884,3.531601905822754,101.73976135253906,0.5344886779785156,0.6163291931152344,-1.0428825616836548,2.7002716064453125,-1.6573891639709473,2.3235955238342285,-0.6047351956367493,23.607898712158203,3.531601905822754,9.197524070739746,0.8382301330566406,1362,3187,3637
10,0.20833333333333334,0.39482754468917847,100.32928466796875,0.7635598182678223,0.6061664819717407,8.963910102844238,9.199440002441406,0.0,3.9753942489624023,3.5103540420532227,101.74026489257812,0.535617470741272,0.6061664819717407,-1.0015299320220947,2.132206678390503,-1.1306767463684082,2.3252015113830566,-0.5714848637580872,23.609529495239258,3.5103540420532227,9.199440002441406,0.8543736934661865,1328,2980,3671
11,0.22916666666666666,0.39678066968917847,100.57704162597656,0.7788193225860596,0.5947169661521912,8.974020957946777,9.198713302612305,0.0,3.9548823833465576,3.4990622997283936,101.74041748046875,0.5365481972694397,0.5947169661521912,-1.0318753719329834,1.5150268077850342,-0.483151376247406,2.2791004180908203,-0.5287449955940247,23.61180305480957,3.4990622997283936,9.198713302612305,0.8701364994049072,1307,2774,3692
12,0.25,0.39873379468917847,100.71196746826172,0.7935376167297363,0.5887977480888367,8.983491897583008,9.193962097167969,0.0,3.935178756713867,3.4973220825195312,101.7405014038086,0.537371039390564,0.5887977480888367,-1.0297499895095825,0.8911235928535461,0.13862644135951996,2.189283609390259,-0.46355247497558594,23.612445831298828,3.4973220825195312,9.193962097167969,0.8834643363952637,1298,2601,3701
