index,time,theta,speed,el_theta,CC_q_set,CC_q_eI,CC_q_eP,CC_q_OUT,CC_d_set,CC_d_eI,CC_d_eP,CC_d_OUT,VC_set,VC_eI,VC_eP,VC_OUT,Ia,Ib,Ic,Id,Iq,vbus,SVM_Vd,SVM_Vq,SVM_theta,SVM_tA,SVM_tB,SVM_tC
0,0.0,0.6648470759391785,102.84757995605469,0.6569309234619141,-1.5064857006072998,9.196622848510742,-0.2894556224346161,8.907167434692383,0.0,3.3861606121063232,-0.08425669372081757,3.3019039630889893,101.80375671386719,0.5972496271133423,-0.05219116434454918,-1.5064857006072998,-3.1214427947998047,0.9060379266738892,2.215404987335205,0.8425669074058533,1.3880705833435059,18.891963958740234,3.3019039630889893,8.907167434692383,0.7496657371520996,1068,3931,2916
1,0.020833333333333332,0.6672884821891785,103.2694091796875,0.6724200248718262,-1.587592363357544,9.156960487365723,-0.3172985315322876,8.839661598205566,0.0,3.3780269622802734,-0.06506907194852829,3.312958002090454,101.80348205566406,0.5962234735488892,-0.07329636067152023,-1.587592363357544,-3.187511444091797,0.716144323348999,2.471367120742798,0.6506906747817993,1.585392951965332,18.888582229614258,3.312958002090454,8.839661598205566,0.7656006813049316,1106,3893,3149
2,0.041666666666666664,0.6697298884391785,103.61714935302734,0.6878952980041504,-1.23466157913208,9.11938762664795,-0.30057910084724426,8.818808555603027,0.0,3.372164726257324,-0.04689807444810867,3.3252665996551514,101.80343627929688,0.5949538946151733,-0.0906856581568718,-1.23466157913208,-3.0785610675811768,0.2460673600435257,2.832493543624878,0.46898072957992554,1.7711293697357178,18.879581451416016,3.3252665996551514,8.818808555603027,0.7808847427368164,1149,3850,3372
3,0.0625,0.6716830134391785,103.92366790771484,0.703333854675293,-1.0458667278289795,9.082287788391113,-0.2967962920665741,8.785491943359375,0.0,3.368055820465088,-0.032871898263692856,3.33518385887146,101.80329132080078,0.5934696197509766,-0.10601883381605148,-1.0458667278289795,-2.740570068359375,0.17310142517089844,2.5674686431884766,0.32871899008750916,1.9220960140228271,18.87602424621582,3.33518385887146,8.785491943359375,0.7963161468505859,1207,3792,3586
4,0.08333333333333333,0.6741244196891785,104.14159393310547,0.7186393737792969,-0.6153675317764282,9.048937797546387,-0.2668001353740692,8.782137870788574,0.0,3.3655972480773926,-0.019667698070406914,3.3459296226501465,101.80316162109375,0.59183269739151,-0.11692161858081818,-0.6153675317764282,-2.570404529571533,-0.3288775682449341,2.8992819786071777,0.19667696952819824,2.052633762359619,18.868417739868164,3.3459296226501465,8.782137870788574,0.8112201690673828,1240,3700,3759
5,0.10416666666666667,0.6760775446891785,104.33428955078125,0.7340764999389648,-0.5008213520050049,9.015850067138672,-0.2647026479244232,8.751147270202637,0.0,3.3646535873413086,-0.007548718247562647,3.357104778289795,101.80299377441406,0.5900607705116272,-0.12656478583812714,-0.5008213520050049,-2.1064536571502686,-0.6742665767669678,2.7807202339172363,0.0754871815443039,2.146204948425293,18.86478614807129,3.357104778289795,8.751147270202637,0.8266572952270508,1183,3486,3816
6,0.125,0.6785189509391785,104.47782135009766,0.7493896484375,-0.2639826536178589,8.984800338745117,-0.24839459359645844,8.736405372619629,0.0,3.3652944564819336,0.005127448122948408,3.370421886444092,101.80284118652344,0.5881882905960083,-0.13374900817871094,-0.2639826536178589,-1.7789523601531982,-1.1924474239349365,2.9713997840881348,-0.05127447843551636,2.2199630737304688,18.86187171936035,3.370421886444092,8.736405372619629,0.8417668342590332,1137,3269,3862
7,0.14583333333333334,0.6804720759391785,104.56880950927734,0.7646522521972656,-0.007719218730926514,8.95630168914795,-0.22798803448677063,8.728313446044922,0.0,3.367701530456543,0.01925668679177761,3.386958122253418,101.80269622802734,0.5862520337104797,-0.1383056640625,-0.007719218730926514,-1.25999116897583,-1.736053466796875,2.996044635772705,-0.1925668716430664,2.2721610069274902,18.86143684387207,3.386958122253418,8.728313446044922,0.8567581176757812,1102,3048,3897
8,0.16666666666666666,0.6829134821891785,104.6594009399414,0.7801394462585449,-0.012503445148468018,8.92717456817627,-0.2330198585987091,8.694154739379883,0.0,3.372197389602661,0.03596736863255501,3.4081647396087646,101.80250549316406,0.5842521786689758,-0.1428447812795639,-0.012503445148468018,-0.7687032222747803,-2.390150308609009,3.158853530883789,-0.3596736788749695,2.317695140838623,18.864919662475586,3.4081647396087646,8.694154739379883,0.8723220825195312,1082,2817,3917
9,0.1875,0.6848666071891785,104.73037719726562,0.7954015731811523,0.08054244518280029,8.89831256866455,-0.23089566826820374,8.6674165725708,0.0,3.378993272781372,0.054367031902074814,3.4333603382110596,101.80242919921875,0.5822026133537292,-0.1463973969221115,0.08054244518280029,-0.5574796795845032,-2.981982707977295,3.539462089538574,-0.5436702966690063,2.3894991874694824,18.864547729492188,3.4333603382110596,8.6674165725708,0.8875155448913574,1074,2590,3925
10,0.20833333333333334,0.6873080134391785,104.82902526855469,0.8110604286193848,-0.06282925605773926,8.86652660369873,-0.25429144501686096,8.612235069274902,0.0,3.388380765914917,0.0751006007194519,3.4634814262390137,101.8027572631836,0.5800842046737671,-0.1513134092092514,-0.06282925605773926,0.016851842403411865,-3.6780543327331543,3.6612021923065186,-0.751006007194519,2.4800851345062256,18.869932174682617,3.4634814262390137,8.612235069274902,0.9034452438354492,1082,2357,3917
