index,time,theta,speed,el_theta,Iq_set,Id_set,Vid,Viq,Vd,Vq,Ia,Ib,Ic,Ialpha,Ibeta,Id,Iq,vbus,SVM_Vd,SVM_Vq,SVM_Vdq,SVM_theta,SVM_alpha,SVM_beta,SVM_tA,SVM_tB,SVM_tC
0,0.0,0.7913119196891785,63.26776123046875,0.5416598320007324,0.8001484274864197,0.0,5.439699649810791,2.8761188983917236,5.428812026977539,2.9165027141571045,0.2226337343454361,0.0752701610326767,-0.2979038953781128,0.2226337343454361,0.21545210480690002,0.25563541054725647,-0.148058220744133,19.08167839050293,5.428812026977539,2.9165027141571045,6.162628173828125,0.7073464393615723,0.07204929739236832,-0.31482118368148804,2139,3408,1591
1,2.0833333333333333e-05,0.7927767634391785,63.19236755371094,0.5508642196655273,0.8001481890678406,0.0,5.4360151290893555,2.883812665939331,5.407779216766357,2.942775249481201,0.743604838848114,0.050542473793029785,-0.7941473126411438,0.743604838848114,0.48768189549446106,0.6629789471626282,-0.584287166595459,19.074859619140625,5.407779216766357,2.942775249481201,6.156622886657715,0.716555118560791,0.0917433500289917,-0.3094477355480194,2041,3393,1606
2,4.1666666666666665e-05,0.7942416071891785,63.15306091308594,0.5600652694702148,0.8001490831375122,0.0,5.4319281578063965,2.8941454887390137,5.40060567855835,2.973334312438965,1.2021523714065552,-0.18225131928920746,-1.0199010372161865,1.2021523714065552,0.48361730575561523,0.7354503273963928,-1.0591996908187866,19.067058563232422,5.40060567855835,2.973334312438965,6.165002822875977,0.725743293762207,0.11113134026527405,-0.303634375333786,1944,3376,1623
3,6.25e-05,0.7952181696891785,63.13825988769531,0.5692758560180664,0.8001469373703003,0.0,5.427508354187012,2.9065821170806885,5.3936357498168945,3.001894235610962,1.5583807229995728,-0.3144962787628174,-1.2438844442367554,1.5583807229995728,0.5365825295448303,0.7953314185142517,-1.4377723932266235,19.07061004638672,5.3936357498168945,3.001894235610962,6.172736167907715,0.7349767684936523,0.13005156815052032,-0.2964017689228058,1849,3355,1644
4,8.333333333333333e-05,0.7966830134391785,63.13102722167969,0.5784807205200195,0.8001430630683899,0.0,5.423136234283447,2.920642137527466,5.3896307945251465,3.0283944606781006,1.8160576820373535,-0.4102238416671753,-1.4058337211608887,1.8160576820373535,0.5748156309127808,0.7867019772529602,-1.7298729419708252,19.06866455078125,5.3896307945251465,3.0283944606781006,6.182175159454346,0.7441811561584473,0.14837771654129028,-0.2882595658302307,1758,3332,1667
5,0.00010416666666666667,0.7981478571891785,63.05616760253906,0.587580680847168,0.8001391887664795,0.0,5.419732093811035,2.935220241546631,5.393644332885742,3.046943187713623,1.8664705753326416,-0.5094252228736877,-1.3570451736450195,1.8664705753326416,0.4893736243247986,0.6125375032424927,-1.823103427886963,19.07638931274414,5.393644332885742,3.046943187713623,6.194777488708496,0.7529153823852539,0.16487537324428558,-0.2797662019729614,1684,3315,1700
6,0.000125,0.7991244196891785,63.016178131103516,0.5967822074890137,0.8001558184623718,0.0,5.41826057434082,2.9495601654052734,5.406983375549316,3.0594570636749268,1.795883059501648,-0.6917606592178345,-1.1041224002838135,1.795883059501648,0.23807719349861145,0.26478224992752075,-1.7802162170410156,19.089366912841797,5.406983375549316,3.0594570636749268,6.212547302246094,0.7620997428894043,0.18132027983665466,-0.27025488018989563,1656,3343,1783
7,0.00014583333333333335,0.8005892634391785,62.999305725097656,0.6059894561767578,0.800169825553894,0.0,5.41729211807251,2.9634597301483154,5.409870624542236,3.0699822902679443,1.698338508605957,-0.6396809816360474,-1.0586575269699097,1.698338508605957,0.24189621210098267,0.17425456643104553,-1.7009730339050293,19.095441818237305,5.409870624542236,3.0699822902679443,6.220248222351074,0.7713203430175781,0.19716835021972656,-0.2592962980270386,1632,3367,1870
8,0.00016666666666666666,0.8020541071891785,62.991825103759766,0.6151962280273438,0.8001807928085327,0.0,5.418399333953857,2.975585699081421,5.426886558532715,3.0685155391693115,1.4096379280090332,-0.7678535580635071,-0.6417843103408813,1.4096379280090332,-0.07278608530759811,-0.19927695393562317,-1.3818063735961914,19.10498046875,5.426886558532715,3.0685155391693115,6.2343316078186035,0.7805309295654297,0.21182461082935333,-0.2482234388589859,1612,3387,1954
9,0.0001875,0.8030306696891785,62.98474884033203,0.6243977546691895,0.8001863360404968,0.0,5.419826507568359,2.986727476119995,5.430765628814697,3.0721147060394287,1.2373325824737549,-0.6842414140701294,-0.5530912280082703,1.2373325824737549,-0.07571958005428314,-0.25684478878974915,-1.2046966552734375,19.104644775390625,5.430765628814697,3.0721147060394287,6.2394795417785645,0.7897152900695801,0.22602497041225433,-0.23574762046337128,1594,3405,2044
10,0.00020833333333333335,0.8044955134391785,63.12845230102539,0.6337141990661621,0.800183117389679,0.0,5.421543598175049,2.9967312812805176,5.434701919555664,3.0733983516693115,1.047757863998413,-0.6100842952728271,-0.4376736283302307,1.047757863998413,-0.0995413139462471,-0.30895155668258667,-0.9999526143074036,19.106586456298828,5.434701919555664,3.0733983516693115,6.243537902832031,0.7997865676879883,0.24058346450328827,-0.22113549709320068,1579,3420,2143
11,0.00022916666666666666,0.8059603571891785,63.26155090332031,0.6430220603942871,0.8001814484596252,0.0,5.4239702224731445,3.0048868656158447,5.442566394805908,3.0673887729644775,0.7698228359222412,-0.604019284248352,-0.16580358147621155,0.7698228359222412,-0.25300395488739014,-0.4366375803947449,-0.6673554182052612,19.104116439819336,5.442566394805908,3.0673887729644775,6.247431755065918,0.8094172477722168,0.25340622663497925,-0.20670631527900696,1568,3431,2238
12,0.00025,0.8074252009391785,63.39435577392578,0.6523227691650391,0.8001790046691895,0.0,5.4265851974487305,3.0119807720184326,5.446624279022217,3.0663468837738037,0.6110365390777588,-0.563959538936615,-0.047077007591724396,0.6110365390777588,-0.298422247171402,-0.4705212712287903,-0.4763301610946655,19.104225158691406,5.446624279022217,3.0663468837738037,6.250455856323242,0.819066047668457,0.2655029296875,-0.1911877542734146,1560,3439,2335
13,0.0002708333333333333,0.8084017634391785,63.477046966552734,0.6615467071533203,0.8001756072044373,0.0,5.427853584289551,3.018833875656128,5.437572956085205,3.071355104446411,0.48165297508239746,-0.286021888256073,-0.19563108682632446,0.48165297508239746,-0.052187155932188034,-0.22821281850337982,-0.4330201745033264,19.101119995117188,5.437572956085205,3.071355104446411,6.245031833648682,0.8283810615539551,0.2762836813926697,-0.1748167872428894,1556,3443,2433
14,0.0002916666666666667,0.8098666071891785,63.56769943237305,0.6708464622497559,0.8001728653907776,0.0,5.428697109222412,3.0251784324645996,5.4351606369018555,3.073801040649414,0.36970168352127075,-0.179157555103302,-0.19054415822029114,0.36970168352127075,0.006574064493179321,-0.15176841616630554,-0.34148159623146057,19.102497100830078,5.4351606369018555,3.073801040649414,6.244134902954102,0.8379392623901367,0.2863001525402069,-0.1577330380678177,1556,3443,2532
15,0.0003125,0.8113314509391785,63.61198043823242,0.6801424026489258,0.8001697659492493,0.0,5.427107810974121,3.0330002307891846,5.414927959442139,3.0929453372955322,0.36662688851356506,0.28929710388183594,-0.6559240818023682,0.36662688851356506,0.5457237362861633,0.2859855592250824,-0.6073360443115234,19.092390060424805,5.414927959442139,3.0929453372955322,6.236004829406738,0.8472352027893066,0.2953891158103943,-0.13938270509243011,1560,3439,2634
16,0.0003333333333333333,0.8127962946891785,63.633609771728516,0.6894421577453613,0.8001680970191956,0.0,5.424619674682617,3.041743755340576,5.405550479888916,3.1087522506713867,0.38906341791152954,0.4950830936431885,-0.8841465711593628,0.38906341791152954,0.796298623085022,0.4477382302284241,-0.7731874585151672,19.090869903564453,5.405550479888916,3.1087522506713867,6.235729217529297,0.856534481048584,0.3033931255340576,-0.12100595235824585,1566,3433,2734
17,0.0003541666666666667,0.8137728571891785,63.66459655761719,0.6987671852111816,0.8001642227172852,0.0,5.419774532318115,3.052478075027466,5.38264274597168,3.134744167327881,0.3692414164543152,1.0041589736938477,-1.3734004497528076,0.3692414164543152,1.3726845979690552,0.8718507289886475,-1.1314358711242676,19.075931549072266,5.38264274597168,3.134744167327881,6.228921413421631,0.8659648895263672,0.31048622727394104,-0.10110447555780411,1577,3422,2838
18,0.000375,0.8152377009391785,63.65678405761719,0.7079615592956543,0.8001582622528076,0.0,5.413833141326904,3.0649867057800293,5.368299961090088,3.1608505249023438,0.410508394241333,1.311871886253357,-1.72238028049469,0.410508394241333,1.751826286315918,1.0691131353378296,-1.4507155418395996,19.082305908203125,5.368299961090088,3.1608505249023438,6.229736328125,0.8750410079956055,0.31607410311698914,-0.08171684294939041,1591,3408,2936
